id,frames,duration
IJn-EHd7VeU, 38, 1.584917
IJn-EHd7VeU, 49, 2.043708
IJn-EHd7VeU, 32, 1.334667
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 23, 0.959292
IJn-EHd7VeU, 28, 1.167833
IJn-EHd7VeU, 22, 0.917583
IJn-EHd7VeU, 28, 1.167833
IJn-EHd7VeU, 29, 1.209542
IJn-EHd7VeU, 41, 1.710042
IJn-EHd7VeU, 46, 1.918583
IJn-EHd7VeU, 50, 2.085417
IJn-EHd7VeU, 28, 1.167833
IJn-EHd7VeU, 34, 1.418083
IJn-EHd7VeU, 48, 2.002000
IJn-EHd7VeU, 33, 1.376375
IJn-EHd7VeU, 17, 0.709042
IJn-EHd7VeU, 32, 1.334667
IJn-EHd7VeU, 18, 0.750750
IJn-EHd7VeU, 16, 0.667333
IJn-EHd7VeU, 81, 3.378375
IJn-EHd7VeU, 40, 1.668333
IJn-EHd7VeU, 40, 1.668333
IJn-EHd7VeU, 63, 2.627625
IJn-EHd7VeU, 19, 0.792458
IJn-EHd7VeU, 50, 2.085417
IJn-EHd7VeU, 23, 0.959292
IJn-EHd7VeU, 30, 1.251250
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 79, 3.294958
IJn-EHd7VeU, 33, 1.376375
IJn-EHd7VeU, 79, 3.294958
IJn-EHd7VeU, 20, 0.834167
IJn-EHd7VeU, 34, 1.418083
IJn-EHd7VeU, 18, 0.750750
IJn-EHd7VeU, 18, 0.750750
IJn-EHd7VeU, 24, 1.001000
IJn-EHd7VeU, 21, 0.875875
IJn-EHd7VeU, 25, 1.042708
IJn-EHd7VeU, 32, 1.334667
IJn-EHd7VeU, 35, 1.459792
IJn-EHd7VeU, 18, 0.750750
IJn-EHd7VeU, 21, 0.875875
IJn-EHd7VeU, 63, 2.627625
IJn-EHd7VeU, 18, 0.750750
IJn-EHd7VeU, 21, 0.875875
IJn-EHd7VeU, 17, 0.709042
IJn-EHd7VeU, 16, 0.667333
IJn-EHd7VeU, 74, 3.086417
IJn-EHd7VeU, 17, 0.709042
IJn-EHd7VeU, 37, 1.543208
IJn-EHd7VeU, 23, 0.959292
IJn-EHd7VeU, 22, 0.917583
IJn-EHd7VeU, 39, 1.626625
IJn-EHd7VeU, 43, 1.793458
IJn-EHd7VeU, 48, 2.002000
IJn-EHd7VeU, 33, 1.376375
IJn-EHd7VeU, 50, 2.085417
IJn-EHd7VeU, 111, 4.629625
IJn-EHd7VeU, 26, 1.084417
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 27, 1.126125
IJn-EHd7VeU, 21, 0.875875
IJn-EHd7VeU, 30, 1.251250
IJn-EHd7VeU, 20, 0.834167
IJn-EHd7VeU, 111, 4.629625
IJn-EHd7VeU, 54, 2.252250
IJn-EHd7VeU, 25, 1.042708
IJn-EHd7VeU, 35, 1.459792
IJn-EHd7VeU, 51, 2.127125
IJn-EHd7VeU, 24, 1.001000
IJn-EHd7VeU, 55, 2.293958
IJn-EHd7VeU, 30, 1.251250
IJn-EHd7VeU, 64, 2.669333
IJn-EHd7VeU, 80, 3.336667
IJn-EHd7VeU, 71, 2.961292
IJn-EHd7VeU, 61, 2.544208
IJn-EHd7VeU, 64, 2.669333
IJn-EHd7VeU, 25, 1.042708
IJn-EHd7VeU, 65, 2.711042
IJn-EHd7VeU, 36, 1.501500
IJn-EHd7VeU, 24, 1.001000
IJn-EHd7VeU, 21, 0.875875
IJn-EHd7VeU, 25, 1.042708
IJn-EHd7VeU, 29, 1.209542
IJn-EHd7VeU, 109, 4.546208
IJn-EHd7VeU, 44, 1.835167
IJn-EHd7VeU, 27, 1.126125
IJn-EHd7VeU, 20, 0.834167
IJn-EHd7VeU, 19, 0.792458
IJn-EHd7VeU, 28, 1.167833
IJn-EHd7VeU, 62, 2.585917
IJn-EHd7VeU, 27, 1.126125
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 17, 0.709042
IJn-EHd7VeU, 64, 2.669333
IJn-EHd7VeU, 28, 1.167833
IJn-EHd7VeU, 32, 1.334667
IJn-EHd7VeU, 21, 0.875875
IJn-EHd7VeU, 42, 1.751750
IJn-EHd7VeU, 20, 0.834167
IJn-EHd7VeU, 21, 0.875875
IJn-EHd7VeU, 41, 1.710042
IJn-EHd7VeU, 29, 1.209542
IJn-EHd7VeU, 42, 1.751750
IJn-EHd7VeU, 51, 2.127125
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 35, 1.459792
IJn-EHd7VeU, 64, 2.669333
IJn-EHd7VeU, 33, 1.376375
IJn-EHd7VeU, 25, 1.042708
IJn-EHd7VeU, 41, 1.710042
IJn-EHd7VeU, 26, 1.084417
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 37, 1.543208
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 31, 1.292958
IJn-EHd7VeU, 23, 0.959292
IJn-EHd7VeU, 79, 3.294958
IJn-EHd7VeU, 64, 2.669333
IJn-EHd7VeU, 38, 1.584917
IJn-EHd7VeU, 50, 2.085417
IJn-EHd7VeU, 20, 0.834167
IJn-EHd7VeU, 42, 1.751750
IJn-EHd7VeU, 22, 0.917583
IJn-EHd7VeU, 50, 2.085417
IJn-EHd7VeU, 41, 1.710042
IJn-EHd7VeU, 35, 1.459792
IJn-EHd7VeU, 38, 1.584917
IJn-EHd7VeU, 194, 8.091417
IJn-EHd7VeU, 41, 1.710042
IJn-EHd7VeU, 120, 5.005000
4voZpsokIiY, 2, 0.066733
4voZpsokIiY, 15, 0.500500
4voZpsokIiY, 55, 1.835167
4voZpsokIiY, 23, 0.767433
4voZpsokIiY, 77, 2.569233
4voZpsokIiY, 24, 0.800800
4voZpsokIiY, 50, 1.668333
4voZpsokIiY, 23, 0.767433
4voZpsokIiY, 46, 1.534867
4voZpsokIiY, 32, 1.067733
4voZpsokIiY, 29, 0.967633
4voZpsokIiY, 15, 0.500500
4voZpsokIiY, 21, 0.700700
4voZpsokIiY, 20, 0.667333
